url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-243227494/findingaid,MS 6907,Records of the Jigsaw Theatre Company,Jigsaw Theatre Company,1970-1980,10.5 metres (75 boxes),English,National Library of Australia,,,,1076,1066,0,1
http://nla.gov.au/nla.obj-246210437/findingaid,MS 9900,Records of the Journal Bioethics,Monash Centre for Human Bioethics,1985-1998,1.9 metres (14 boxes),English,National Library of Australia,,,,30,26,0,1
http://nla.gov.au/nla.obj-836328315/findingaid,M1586-M1614,Records of the Judicial Committee of the Privy Council (as filmed by the AJCP),Judicial Committee of the Privy Council,1814 - 1972,805 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,948,822,822,950
http://nla.gov.au/nla.obj-249165792/findingaid,MS Acc09.109,Records of the Killarney Corriedale Sheep Stud,Killarney Corriedale Sheep Stud,1926-1969,1.5 metres (10 ms boxes),English,National Library of Australia,,,,67,54,0,1
http://nla.gov.au/nla.obj-241408562/findingaid,MS 8257; MS Acc09.197,Records of the Kosciuszko Huts Association,Kosciuszko Huts Association,1871-1994,1.38 metres (9 ms boxes + packet),English,Special Collections (Manuscripts),,,,107,98,0,1
http://nla.gov.au/nla.obj-3091493235/findingaid,MS 10634,Records of the Lake War Memorials Forum,Lake War Memorials Forum,2003 - 2018,0.30 metres (2 boxes + 1 digital carrier),English,Special Collections (Manuscripts),,,,11,9,0,12
http://nla.gov.au/nla.obj-346894060/findingaid,MS 1082,"Records of the Liaison Committee of Women's International Organisations, Australia Group","Liaison Committee of Women's International Organisations, Australia Group",1947-1963,0.4 metres (3 boxes),English,National Library of Australia,,,,6,6,0,1
http://nla.gov.au/nla.obj-243311273/findingaid,MS 5000,Records of the Liberal Party of Australia,Liberal Party of Australia,1945 - 1990,625.05 metres (1427 ms boxes + 10 medium folio boxes + 3 large folio boxes + 1 elephant folio + 7 oversize phases boxes + 1 large rolled items box),English,Special Collections (Manuscripts),,,,3435,3385,87,1
http://nla.gov.au/nla.obj-1126174847/findingaid,"M1-M116, M608-M670",Records of the London Missionary Society (as filmed by the AJCP),London Missionary Society,1796 - 1939,865 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,901,855,855,902
http://nla.gov.au/nla.obj-416089656/findingaid,MS 8952,Records of the Lonely Planet Publications,Lonely Planet Publications,1980-1991,0.42 metres (3 boxes),English,NLA,,,,24,22,0,1
http://nla.gov.au/nla.obj-838031496/findingaid,M425-M432,Records of the Marist Fathers (Society of Mary) (as filmed by the AJCP),,1844 - 1946,99 items,"FrenchWith occasional exceptions, all the letters and other documents are in French.",Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,110,103,103,114
http://nla.gov.au/nla.obj-2976963722/findingaid,"MS Acc09.044, Acc09.085, Acc09.123, Acc10.011",Records of the Melba Conservatorium of Music,Melba Conservatorium of Music,c.1891-2008,40.23 metres 103 boxes + 16 folio boxes + 8 map folios + 1 large rolled-items box + 1 folio packet + 1 packet + 1 phase box + 1 folio item.,English,Special Collections (Manuscripts),"The National Library of Australia is extremely grateful for the generous support of the Susan and Isaac Wakil Foundation. This has enabled the work of preserving, digitising and publishing this collection.",,,156,152,135,1
http://nla.gov.au/nla.obj-299742945/findingaid,MS 9264,Records of the Meryl Tankard Company,Meryl Tankard Company,1984-1992,"1.96 metres (14 boxes, folio items)",English,National Library of Australia,,,,29,26,0,1
http://nla.gov.au/nla.obj-735223716/findingaid,BJ,Records of the Meteorological Office (as filmed by the AJCP),Meteorological Office. Great Britain.,1833 - 1875,32 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created by the National Library of Australia with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,27,22,22,28
http://nla.gov.au/nla.obj-244411952/findingaid,MS 5878,Records of the Methodist Church of Australasia,Methodist Church of Australasia,1929-1977,5.7 metres (14 ms boxes + 8 folio boxes),English,National Library of Australia,,,,98,85,0,1
http://nla.gov.au/nla.obj-742488699/findingaid,"M118-M172C, M536-M549, M988-M991",Records of the Methodist Missionary Society (as filmed by the AJCP),Methodist Missionary Society,1798 - 1903,386 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) Online Portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,470,421,421,596
http://nla.gov.au/nla.obj-743634665/findingaid,LAB,Records of the Ministry of Labour (as filmed by the AJCP),,1941 - 1953,18 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,20,18,18,21
http://nla.gov.au/nla.obj-744556301/findingaid,MT,Records of the Ministry of Transport (as filmed by the AJCP),Ministry of Transport: Great Britain,1858 - 1867,11 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,12,11,11,13
http://nla.gov.au/nla.obj-300348151/findingaid,MS 7958 et al,Records of the Museums Association of Australia ACT Branch,Museums Association of Australia ACT Branch,1973-1990,"1.95 metres (9 boxes, 3 cartons)",English,National Library of Australia,,,,59,52,0,1
http://nla.gov.au/nla.obj-294914378/findingaid,"MS Acc10.002, MS Acc13.113",Records of the National Aboriginal and Islander Skills Development Association (NAISDA),National Aboriginal and Islander Skills Development Association,1973-2009,7.53 metres (33 ms boxes + 1 large elephant folio + 1 folder),English,Special Collections (Manuscripts),,,,171,170,0,1
http://nla.gov.au/nla.obj-2929469662/findingaid,MS 10277,Records of the National Advocates for Arts Education,,1970s-2016,3 metres (20 ms boxes),English,Special Collections (Manuscripts),,,,65,63,0,1
http://nla.gov.au/nla.obj-246146363/findingaid,MS 5193,Records of the National Council of Women of Australia,National Council of Women of Australia,1936-1972,1.2 metres (8 boxes),English,National Library of Australia,,,,8,8,0,1
http://nla.gov.au/nla.obj-298809252/findingaid,MS 9041,Records of the National Florence Nightingale Committee (Australia),National Florence Nightingale Committee (Australia),1946-1993,"2.7 metres (11 boxes, 1 carton, 1 folio box)",English,National Library of Australia,,,,213,211,0,1
http://nla.gov.au/nla.obj-415252494/findingaid,MS 9956,Records of the National Foundation for Australian Women,National Foundation for Australian Women,1988-2005,4.8 metres (28 ms boxes + 1 large folio box),English,Special Collections (Manuscripts),,,,330,324,0,1
http://nla.gov.au/nla.obj-296581275/findingaid,MS 7845,Records of the National Freedom Council,National Freedom Council,1980 - 2000,2.19 metres (9 MS Boxes + 3 Cartons),English,Special Collections (Manuscripts),,,,90,75,0,1
http://nla.gov.au/nla.obj-242390860/findingaid,MS 7507,Records of the National Party of Australia,National Party of Australia,1915-1983,26.86 metres (1 large folio box + 2 medium phase boxes + 2 outsized phase boxes + 1 small phase box + 136 ms boxes + 10 ms cartons + 128 sound/av carriers),English,Special Collections (Manuscripts),,,,585,560,13,1
http://nla.gov.au/nla.obj-450381672/findingaid,MS 2412,Records of the National Union of Australian University Students / Australian Union of Students,Australian Union of Students,1934 - 1991,"190.60 metres (1,005 boxes/cartons + 4 folio boxes + 1 map folio + 1 cylinder)",English,Special Collections (Manuscripts),,,,7292,6889,0,1
